Localidade;Ano;Federal;Estadual;Municipal;Particular
Damolândia;2016;;1;1;
Damolândia;2017;;1;1;
Davinópolis;2002;;1;2;
Davinópolis;2003;;1;2;
Davinópolis;2004;;1;2;
Davinópolis;2005;;1;2;
Davinópolis;2006;;1;2;
Davinópolis;2007;;1;2;
Davinópolis;2008;;1;2;
Davinópolis;2009;;1;2;
Davinópolis;2010;;1;2;
Davinópolis;2011;;1;2;
Davinópolis;2012;;1;2;
Davinópolis;2013;;1;2;
Davinópolis;2014;;1;2;
Davinópolis;2015;;1;2;
Davinópolis;2016;;1;2;
Davinópolis;2017;;1;2;
Diorama;2002;;2;3;
Diorama;2003;;2;3;
Diorama;2004;;2;3;
Diorama;2005;;2;3;
Diorama;2006;;2;3;
Diorama;2007;;2;2;
Diorama;2008;;2;2;
Diorama;2009;;2;2;
Diorama;2010;;2;2;
Diorama;2011;;2;2;
Diorama;2012;;2;2;
Diorama;2013;;2;2;
Diorama;2014;;2;2;
Diorama;2015;;2;2;
Diorama;2016;;2;2;
Diorama;2017;;2;3;
Divinópolis de Goiás;2002;;1;9;
Divinópolis de Goiás;2003;;1;8;
Divinópolis de Goiás;2004;;1;9;
Divinópolis de Goiás;2005;;1;8;
Divinópolis de Goiás;2006;;1;8;
Divinópolis de Goiás;2007;;1;7;
Divinópolis de Goiás;2008;;1;6;
Divinópolis de Goiás;2009;;3;4;
Divinópolis de Goiás;2010;;3;4;
Divinópolis de Goiás;2011;;3;4;
Divinópolis de Goiás;2012;;2;5;
Divinópolis de Goiás;2013;;2;5;
Divinópolis de Goiás;2014;;2;5;
Divinópolis de Goiás;2015;;2;5;
Divinópolis de Goiás;2016;;2;5;
Divinópolis de Goiás;2017;;2;5;
Doverlândia;2002;;2;7;
Doverlândia;2003;;2;7;
Doverlândia;2004;;2;7;
Doverlândia;2005;;2;7;
Doverlândia;2006;;2;8;1
Doverlândia;2007;;2;8;
Doverlândia;2008;;2;8;1
Doverlândia;2009;;2;8;2
Doverlândia;2010;;2;7;2
Doverlândia;2011;;2;7;1
Doverlândia;2012;;2;7;2
Doverlândia;2013;;2;7;1
Doverlândia;2014;;2;7;
Doverlândia;2015;;2;7;
Doverlândia;2016;;2;7;
Doverlândia;2017;;2;7;
Edealina;2002;;1;3;
Edealina;2003;;1;2;
Edealina;2004;;1;2;
Edealina;2005;;1;2;
Edealina;2006;;1;2;
Edealina;2007;;1;2;
Edealina;2008;;1;3;
Edealina;2009;;1;3;
Edealina;2010;;1;3;
Edealina;2011;;1;3;
Edealina;2012;;1;3;
Edealina;2013;;1;3;
Edealina;2014;;1;3;
Edealina;2015;;1;3;
Edealina;2016;;1;3;
Edealina;2017;;1;3;
Edéia;2002;;2;4;3
Edéia;2003;;2;4;3
Edéia;2004;;2;4;3
Edéia;2005;;2;4;3
Edéia;2006;;2;4;3
Edéia;2007;;2;7;1
Edéia;2008;;2;7;1
Edéia;2009;;2;7;1
Edéia;2010;;2;7;1
Edéia;2011;;2;5;1
Edéia;2012;;2;5;1
Edéia;2013;;2;5;1
Edéia;2014;;2;5;1
Edéia;2015;;2;5;1
Edéia;2016;;2;5;1
Edéia;2017;;2;5;1
Estrela do Norte;2002;;2;3;
Estrela do Norte;2003;;2;3;
Estrela do Norte;2004;;2;3;
Estrela do Norte;2005;;2;3;
Estrela do Norte;2006;;2;3;
Estrela do Norte;2007;;2;3;
Estrela do Norte;2008;;2;3;
Estrela do Norte;2009;;2;3;
Estrela do Norte;2010;;2;3;
Estrela do Norte;2011;;2;3;
Estrela do Norte;2012;;2;3;
Estrela do Norte;2013;;2;3;
Estrela do Norte;2014;;2;3;
Estrela do Norte;2015;;2;3;
Estrela do Norte;2016;;2;3;
Estrela do Norte;2017;;2;3;
Faina;2002;;3;25;1
Faina;2003;;3;27;1
Faina;2004;;3;24;1
Faina;2005;;3;18;1
Faina;2006;;3;16;
Faina;2007;;3;14;
Faina;2008;;3;11;
Faina;2009;;3;9;
Faina;2010;;3;9;
Faina;2011;;3;8;
Faina;2012;;3;8;
Faina;2013;;3;9;
Faina;2014;;3;9;
Faina;2015;;3;9;
Faina;2016;;3;9;
Faina;2017;;3;8;
Fazenda Nova;2002;;6;4;1
Fazenda Nova;2003;;4;5;2
Fazenda Nova;2004;;4;5;2
Fazenda Nova;2005;;4;5;1
Fazenda Nova;2006;;4;5;2
Fazenda Nova;2007;;4;4;2
Fazenda Nova;2008;;4;4;2
Fazenda Nova;2009;;4;5;2
Fazenda Nova;2010;;4;5;2
Fazenda Nova;2011;;4;5;1
Fazenda Nova;2012;;4;5;1
Fazenda Nova;2013;;4;5;1
Fazenda Nova;2014;;4;5;1
Fazenda Nova;2015;;4;5;
Fazenda Nova;2016;;4;4;
Fazenda Nova;2017;;4;4;
Firminópolis;2002;;7;5;1
Firminópolis;2003;;7;5;1
Firminópolis;2004;;7;2;1
Firminópolis;2005;;6;2;1
Firminópolis;2006;;5;2;1
Firminópolis;2007;;5;2;1
Firminópolis;2008;;5;2;1
Firminópolis;2009;;4;2;1
Firminópolis;2010;;5;3;1
Firminópolis;2011;;4;3;1
Firminópolis;2012;;3;4;1
Firminópolis;2013;;3;4;1
Firminópolis;2014;;3;4;1
Firminópolis;2015;;3;4;1
Firminópolis;2016;;3;4;1
Firminópolis;2017;;3;4;1
Flores de Goiás;2002;;3;22;1
Flores de Goiás;2003;;3;24;
Flores de Goiás;2004;;3;24;
Flores de Goiás;2005;;3;19;
Flores de Goiás;2006;;3;18;
Flores de Goiás;2007;;3;18;
Flores de Goiás;2008;;3;17;
Flores de Goiás;2009;;3;16;
Flores de Goiás;2010;;3;15;
Flores de Goiás;2011;;3;15;
Flores de Goiás;2012;;3;14;
Flores de Goiás;2013;;3;14;
Flores de Goiás;2014;;3;14;
Flores de Goiás;2015;;3;12;
Flores de Goiás;2016;;3;12;
Flores de Goiás;2017;;3;11;
Formosa;2002;;20;53;17
Formosa;2003;;20;50;17
Formosa;2004;;20;49;18
Formosa;2005;;20;46;19
Formosa;2006;;21;46;14
Formosa;2007;;21;43;11
Formosa;2008;;21;43;13
Formosa;2009;;21;43;17
Formosa;2010;;22;43;14
Formoso;2002;;3;5;1
Formoso;2003;;3;4;1
Formoso;2004;;3;4;1
Formoso;2005;;3;4;1
Formoso;2006;;3;3;1
Formoso;2007;;3;3;1
Formoso;2008;;3;3;1
Formoso;2009;;3;3;
Formoso;2010;;3;3;
Formoso;2011;;3;3;
Formoso;2012;;3;3;
Formoso;2013;;3;3;
Formoso;2014;;3;3;
Formoso;2015;;3;3;
Formoso;2016;;3;2;
Formoso;2017;;3;2;
Gameleira de Goiás;2002;;1;2;
Gameleira de Goiás;2003;;1;2;
Gameleira de Goiás;2004;;1;2;
Gameleira de Goiás;2005;;3;;
Gameleira de Goiás;2006;;1;2;
Gameleira de Goiás;2007;;1;2;
Gameleira de Goiás;2008;;1;2;
Gameleira de Goiás;2009;;1;3;
Gameleira de Goiás;2010;;1;3;
Gameleira de Goiás;2011;;1;3;
Gameleira de Goiás;2012;;1;3;
Gameleira de Goiás;2013;;1;3;
Gameleira de Goiás;2014;;1;3;
Gameleira de Goiás;2015;;1;3;
Gameleira de Goiás;2016;;1;3;
Gameleira de Goiás;2017;;1;3;
Goianápolis;2002;;3;3;2
Goianápolis;2003;;3;4;1
Goianápolis;2004;;3;4;2
Goianápolis;2005;;3;4;1
Goianápolis;2006;;3;4;1
Goianápolis;2007;;3;4;
Goianápolis;2008;;3;4;
Goianápolis;2009;;3;5;2
Goianápolis;2010;;3;5;
Goianápolis;2011;;3;5;1
Goianápolis;2012;;3;5;1
Goianápolis;2013;;3;5;1
Goianápolis;2014;;3;5;1
Goianápolis;2015;;3;5;1
Goianápolis;2016;;3;6;1
Goianápolis;2017;;3;6;1
Goiandira;2002;;3;2;
Goiandira;2003;;3;2;
Goiandira;2004;;3;1;1
Goiandira;2005;;3;1;1
Goiandira;2006;;3;1;1
Goiandira;2007;;3;1;1
Goiandira;2008;;2;1;1
Goiandira;2009;;3;1;1
Goiandira;2010;;3;1;1
Goiandira;2011;;2;1;1
Goiandira;2012;;2;1;1
Goiandira;2013;;2;1;1
Goiandira;2014;;2;1;
Goiandira;2015;;2;1;
Goiandira;2016;;2;1;
Goiandira;2017;;2;1;
Goianésia;2002;;14;31;6
Goianésia;2003;;14;30;6
Goianésia;2004;;13;29;9
Goianésia;2005;;13;27;10
Goianésia;2006;;13;28;10
Goianésia;2007;;13;27;8
Goianésia;2008;;12;26;8
Goianésia;2009;;13;28;8
Goianésia;2010;;13;28;7
Goianésia;2011;;13;27;7
Goianésia;2012;;13;29;7
Goianésia;2013;;13;29;7
Goianésia;2014;;13;30;8
Goianésia;2015;;13;31;8
Goianésia;2016;;13;32;9
Goianésia;2017;;13;32;9
Goianira;2002;;4;7;4
Goianira;2003;;4;7;4
Goianira;2004;;4;7;4
Goianira;2005;;4;7;4
Goianira;2006;;4;8;2
Goianira;2007;;4;8;3
Goianira;2008;;4;8;3
Goianira;2009;;4;8;3
Goianira;2010;;4;9;3
Goianira;2011;;4;9;2
Goianira;2012;;5;9;2
Goianira;2013;;5;10;3
Goianira;2014;;5;10;3
Goianira;2015;;5;10;3
Goianira;2016;;5;10;2
Goianira;2017;;5;11;4
Goiás;2002;;16;58;5
Goiás;2003;;14;55;8
Goiás;2004;;14;38;9
Goiás;2005;;13;34;9
Goiás;2006;;12;30;10
Goiás;2007;;12;22;10
Goiás;2008;;11;22;9
Goiás;2009;;13;19;8
Goiás;2010;;15;18;8
Goiás;2011;;13;17;7
Goiatuba;2002;;5;17;8
Goiatuba;2003;;5;17;8
Goiatuba;2004;;5;17;7
Goiatuba;2005;;5;17;6
Goiatuba;2006;;5;15;4
Goiatuba;2007;;5;16;2
Goiatuba;2008;;5;16;4
Goiatuba;2009;;6;15;4
Goiatuba;2010;;6;15;4
Goiatuba;2011;;5;15;4
Goiatuba;2012;;5;15;4
Goiatuba;2013;;5;15;3
Goiatuba;2014;;5;16;3
Goiatuba;2015;;5;16;3
Goiatuba;2016;;6;16;3
Goiatuba;2017;;6;16;5
Gouvelândia;2002;;2;2;
Gouvelândia;2003;;2;2;
Gouvelândia;2004;;2;2;
Gouvelândia;2005;;2;2;
Gouvelândia;2006;;2;2;
Gouvelândia;2007;;2;5;
Gouvelândia;2008;;2;5;
Gouvelândia;2009;;2;5;
Gouvelândia;2010;;2;5;
Gouvelândia;2011;;2;2;
Gouvelândia;2012;;2;2;
Gouvelândia;2013;;2;4;
Gouvelândia;2014;;2;4;
Gouvelândia;2015;;2;4;
Gouvelândia;2016;;1;4;
Gouvelândia;2017;;1;4;
Guapó;2002;;6;3;2
Guapó;2003;;5;4;2
Guapó;2004;;5;4;2
Guapó;2005;;5;4;2
Guapó;2006;;5;4;1
Guapó;2007;;5;5;1
Guapó;2008;;5;5;1
Guapó;2009;;5;5;2
Guapó;2010;;5;5;2
Guapó;2011;;5;5;1
Guapó;2012;;5;5;2
Guapó;2013;;5;6;1
Guapó;2014;;5;6;1
Guapó;2015;;5;6;
Guapó;2016;;5;6;
Guapó;2017;;5;6;
Guaraíta;2002;;2;5;
Guaraíta;2003;;2;2;
Guaraíta;2004;;1;2;
Guaraíta;2005;;1;1;
Guaraíta;2006;;1;1;
Guaraíta;2007;;1;1;
Guaraíta;2008;;1;1;
Guaraíta;2009;;1;1;
Guaraíta;2010;;1;1;
Guaraíta;2011;;1;1;
Guaraíta;2012;;1;1;
Guaraíta;2013;;1;1;
Guaraíta;2014;;1;1;
Guaraíta;2015;;1;1;
Guaraíta;2016;;1;1;
Guaraíta;2017;;1;1;
Guarani de Goiás;2002;;3;10;
Guarani de Goiás;2003;;3;9;
Guarani de Goiás;2004;;3;9;
Guarani de Goiás;2005;;3;8;
Guarani de Goiás;2006;;3;9;
Guarani de Goiás;2007;;3;8;
Guarani de Goiás;2008;;3;7;
Guarani de Goiás;2009;;3;7;
Guarani de Goiás;2010;;3;7;
Guarani de Goiás;2011;;3;7;
Guarani de Goiás;2012;;3;6;
Guarani de Goiás;2013;;3;6;
Guarani de Goiás;2014;;3;6;
Guarani de Goiás;2015;;3;6;
Guarani de Goiás;2016;;3;6;
Guarani de Goiás;2017;;3;6;
Guarinos;2002;;2;5;
Guarinos;2003;;2;5;
Guarinos;2004;;2;5;
Guarinos;2005;;2;2;
Guarinos;2006;;2;3;
Guarinos;2007;;2;2;
Guarinos;2008;;2;2;
Guarinos;2009;;2;2;
Guarinos;2010;;2;2;
Guarinos;2011;;2;2;
Guarinos;2012;;2;2;
Guarinos;2013;;2;2;
Guarinos;2014;;2;2;
Guarinos;2015;;2;2;
Guarinos;2016;;2;2;
Guarinos;2017;;2;2;
Heitoraí;2002;;3;6;
Heitoraí;2003;;3;6;
Heitoraí;2004;;3;6;
Heitoraí;2005;;3;4;
Heitoraí;2006;;3;3;
Heitoraí;2007;;3;3;
Heitoraí;2008;;3;3;
Heitoraí;2009;;3;3;
Heitoraí;2010;;3;3;
Heitoraí;2011;;3;3;
Heitoraí;2012;;3;3;
Heitoraí;2013;;3;3;
Heitoraí;2014;;3;3;
Heitoraí;2015;;3;3;
Heitoraí;2016;;3;3;
Heitoraí;2017;;3;3;
Hidrolândia;2002;;3;20;2
Hidrolândia;2003;;3;21;2
Hidrolândia;2004;;3;22;1
Hidrolândia;2005;;3;21;1
Hidrolândia;2006;;3;19;1
Hidrolândia;2007;;4;19;
Hidrolândia;2008;;4;19;1
Hidrolândia;2009;;4;17;1
Hidrolândia;2010;;4;17;1
Hidrolândia;2011;;4;17;1
Hidrolândia;2012;;4;17;1
Hidrolândia;2013;;4;17;1
Hidrolândia;2014;;4;16;1
Hidrolina;2002;;3;7;
Hidrolina;2003;;3;7;
Hidrolina;2004;;3;6;
Hidrolina;2005;;3;5;
Hidrolina;2006;;2;5;
Hidrolina;2007;;2;5;
Hidrolina;2008;;1;6;
Hidrolina;2009;;1;2;
Hidrolina;2010;;1;2;
Hidrolina;2011;;1;2;
Hidrolina;2012;;1;2;
Hidrolina;2013;;1;2;
Hidrolina;2014;;1;2;
Hidrolina;2015;;1;2;
Hidrolina;2016;;1;2;
Hidrolina;2017;;1;2;
Iaciara;2002;;4;16;1
Iaciara;2003;;4;14;1
Iaciara;2004;;4;14;1
Iaciara;2005;;4;10;1
Iaciara;2006;;4;11;2
Iaciara;2007;;4;10;2
Iaciara;2008;;4;11;2
Iaciara;2009;;4;10;2
Iaciara;2010;;4;10;1
Iaciara;2011;;4;11;1
Iaciara;2012;;4;11;1
Iaciara;2013;;4;11;1
Iaciara;2014;;4;11;1
Iaciara;2015;;4;12;1
Iaciara;2016;;4;12;1
Iaciara;2017;;4;11;1
Inaciolândia;2002;;1;2;1
Inaciolândia;2003;;1;2;1
Inaciolândia;2004;;1;2;1
Inaciolândia;2005;;1;2;1
Inaciolândia;2006;;1;2;1
Inaciolândia;2007;;1;2;1
Inaciolândia;2008;;1;2;1
Inaciolândia;2009;;1;2;3
Inaciolândia;2010;;1;2;1
Inaciolândia;2011;;1;2;1
Inaciolândia;2012;;1;2;1
Inaciolândia;2013;;1;2;1
Inaciolândia;2014;;1;2;1
Inaciolândia;2015;;1;3;1
Inaciolândia;2016;;1;3;1
Inaciolândia;2017;;1;3;1
Indiara;2002;;3;7;3
Indiara;2003;;3;7;3
Indiara;2004;;3;7;3
Indiara;2005;;3;7;3
Indiara;2006;;3;7;3
Indiara;2007;;3;7;2
Indiara;2008;;3;8;2
Indiara;2009;;3;8;2
Indiara;2010;;3;8;2
Indiara;2011;;2;8;1
Indiara;2012;;2;8;2
Indiara;2013;;2;8;2
Indiara;2014;;2;8;2
Indiara;2015;;2;8;2
Indiara;2016;;2;8;2
Indiara;2017;;2;8;1
Inhumas;2002;;13;29;15
Inhumas;2003;;12;27;16
Inhumas;2004;;12;24;13
Inhumas;2005;;12;24;13
Inhumas;2006;;12;24;13
Ipameri;2002;;13;21;7
Ipameri;2003;;12;14;8
Ipameri;2004;;9;15;9
Ipameri;2005;;9;15;9
Ipameri;2006;;8;13;9
Ipameri;2007;;8;14;6
Ipameri;2008;;9;15;4
Ipameri;2009;;9;15;5
Ipameri;2010;;9;17;5
Ipameri;2011;;8;17;5
Ipameri;2012;;8;17;5
Ipameri;2013;;8;17;4
Ipameri;2014;;8;17;4
Ipiranga de Goiás;2002;;2;3;
Ipiranga de Goiás;2003;;1;5;
Ipiranga de Goiás;2004;;1;5;
Ipiranga de Goiás;2005;;1;5;
Ipiranga de Goiás;2006;;1;4;
Ipiranga de Goiás;2007;;1;4;
Ipiranga de Goiás;2008;;1;4;
Ipiranga de Goiás;2009;;1;4;
Ipiranga de Goiás;2010;;1;4;
Ipiranga de Goiás;2011;;1;4;
Ipiranga de Goiás;2012;;1;4;
Ipiranga de Goiás;2013;;1;4;
Ipiranga de Goiás;2014;;1;4;
Ipiranga de Goiás;2015;;1;4;
Ipiranga de Goiás;2016;;1;4;
Ipiranga de Goiás;2017;;1;4;
Iporá;2002;;14;17;5
Iporá;2003;;13;22;5
Iporá;2004;;12;20;7
Iporá;2005;;13;16;4
Iporá;2006;;13;16;4
Iporá;2007;;13;15;3
Iporá;2008;;12;15;3
Iporá;2009;;11;15;5
Iporá;2010;;12;14;5
Israelândia;2002;;3;3;
Israelândia;2003;;2;1;
Israelândia;2004;;2;1;
Israelândia;2005;;2;1;
Israelândia;2006;;2;1;
Israelândia;2007;;1;1;
Israelândia;2008;;1;1;
Israelândia;2009;;1;1;
Israelândia;2010;;1;1;
Israelândia;2011;;1;1;
Israelândia;2012;;1;1;
Israelândia;2013;;1;1;
Israelândia;2014;;1;1;
Israelândia;2015;;1;1;
Israelândia;2016;;1;1;
Israelândia;2017;;1;1;
Itaberaí;2002;;9;11;5
Itaberaí;2003;;9;11;4
Itaberaí;2004;;7;11;3
Itaberaí;2005;;7;12;5
Itaberaí;2006;;7;11;3
Itaberaí;2007;;8;11;3
Itaberaí;2008;;7;11;3
Itaberaí;2009;;7;11;3
Itaberaí;2010;;7;11;3
Itaberaí;2011;;7;12;3
Itaberaí;2012;;7;12;3
Itaberaí;2013;;7;12;3
Itaberaí;2014;;7;12;3
Itaberaí;2015;;7;13;3
Itaberaí;2016;;7;13;3
Itaberaí;2017;;7;13;3
Itaguari;2002;;2;1;1
Itaguari;2003;;2;1;1
Itaguari;2004;;2;1;1
Itaguari;2005;;2;1;
Itaguari;2006;;2;1;
Itaguari;2007;;2;2;
Itaguari;2008;;2;2;
Itaguari;2009;;2;2;
Itaguari;2010;;2;2;
Itaguari;2011;;2;2;
Itaguari;2012;;2;2;
Itaguari;2013;;2;2;
Itaguari;2014;;2;2;
Itaguari;2015;;2;2;
Itaguari;2016;;2;2;
Itaguari;2017;;2;2;
Itaguaru;2002;;2;2;1
Itaguaru;2003;;2;2;1
Itaguaru;2004;;2;2;1
Itaguaru;2005;;2;2;
Itaguaru;2006;;2;2;1
Itaguaru;2007;;2;2;
Itaguaru;2008;;2;2;1
Itaguaru;2009;;2;2;1
Itaguaru;2010;;2;2;1
Itaguaru;2011;;2;2;1
Itaguaru;2012;;2;2;1
Itaguaru;2013;;2;2;1
Itaguaru;2014;;2;2;1
Itaguaru;2015;;2;2;1
Itaguaru;2016;;2;2;1
Itaguaru;2017;;2;2;1
Itajá;2002;;1;4;
Itajá;2003;;1;4;
Itajá;2004;;1;4;
Itajá;2005;;1;4;
Itajá;2006;;1;4;
Itajá;2007;;1;4;
Itajá;2008;;1;4;
Itajá;2009;;1;4;
Itajá;2010;;1;4;
Itajá;2011;;1;4;
Itajá;2012;;1;4;
Itajá;2013;;1;4;
Itajá;2014;;1;4;
Itajá;2015;;1;4;
Itajá;2016;;1;4;
Itajá;2017;;1;4;
Itapaci;2002;;6;13;
Itapaci;2003;;6;13;
Itapaci;2004;;5;6;1
Itapaci;2005;;5;5;1
Itapaci;2006;;5;6;1
Itapaci;2007;;5;6;1
Itapaci;2008;;5;6;1
Itapaci;2009;;5;6;2
Itapaci;2010;;5;4;2
Itapaci;2011;;5;4;2
Itapaci;2012;;5;4;1
Itapaci;2013;;5;4;3
Itapaci;2014;;5;3;3
Itapaci;2015;;5;3;3
Itapaci;2016;;5;3;3
Itapaci;2017;;5;3;3
Itapirapuã;2002;;6;19;1
Itapirapuã;2003;;5;18;3
Itapirapuã;2004;;4;17;3
Itapirapuã;2005;;4;11;3
Itapirapuã;2006;;4;9;2
Itapirapuã;2007;;4;8;3
Itapirapuã;2008;;4;8;3
Itapirapuã;2009;;4;7;3
Itapirapuã;2010;;4;6;3
Itapirapuã;2011;;4;6;3
Itapirapuã;2012;;4;6;3
Itapirapuã;2013;;4;5;3
Itapirapuã;2014;;4;3;3
Itapirapuã;2015;;4;3;3
Itapirapuã;2016;;4;3;3
Itapirapuã;2017;;4;5;3
Itapuranga;2002;;13;15;5
Itapuranga;2003;;13;13;5
Itapuranga;2004;;13;9;5
Itapuranga;2005;;13;10;5
Itapuranga;2006;;13;10;4
Itapuranga;2007;;13;4;4
Itapuranga;2008;;12;4;3
Itapuranga;2009;;12;4;3
Itapuranga;2010;;12;5;3
Itapuranga;2011;;12;5;3
Itapuranga;2012;;12;5;3
Itapuranga;2013;;11;5;3
Itapuranga;2014;;11;5;2
Itapuranga;2015;;11;5;2
Itapuranga;2016;;11;5;3
Itapuranga;2017;;11;5;3
Itarumã;2002;;1;2;
Itarumã;2003;;1;2;
Itarumã;2004;;1;3;
Itarumã;2005;;1;3;
Itarumã;2006;;1;3;
Itarumã;2007;;1;4;
Itarumã;2008;;1;4;
Itarumã;2009;;1;4;
Itarumã;2010;;1;4;
Itarumã;2011;;1;4;
Itarumã;2012;;1;4;
Itarumã;2013;;1;4;
Itarumã;2014;;1;4;
Itarumã;2015;;1;4;
Itarumã;2016;;1;4;
Itarumã;2017;;1;4;
Itauçu;2002;;4;7;2
Itauçu;2003;;4;8;2
Itauçu;2004;;3;7;1
Itauçu;2005;;3;5;1
Itauçu;2006;;3;4;1
Itauçu;2007;;3;4;1
Itauçu;2008;;3;4;1
Itauçu;2009;;3;4;1
Itauçu;2010;;3;4;
Itauçu;2011;;3;4;1
Itauçu;2012;;3;4;1
Itauçu;2013;;3;4;1
Itauçu;2014;;3;4;1
Itauçu;2015;;3;4;1
Itauçu;2016;;2;4;1
Itauçu;2017;;2;4;1
Itumbiara;2002;;20;23;21
Itumbiara;2003;;16;23;22
Itumbiara;2004;;16;23;22
Itumbiara;2005;;16;22;22
Itumbiara;2006;;16;23;19
Itumbiara;2007;;16;24;16
Itumbiara;2008;;16;24;18
Ivolândia;2002;;1;3;
Ivolândia;2003;;1;3;
Ivolândia;2004;;1;3;
Ivolândia;2005;;1;3;
Ivolândia;2006;;1;3;
Ivolândia;2007;;1;3;
Ivolândia;2008;;1;3;
Ivolândia;2009;;1;3;
Ivolândia;2010;;1;3;
Ivolândia;2011;;1;3;
Ivolândia;2012;;1;3;
Ivolândia;2013;;1;2;
Ivolândia;2014;;1;2;
Ivolândia;2015;;1;2;
Ivolândia;2016;;1;2;
Ivolândia;2017;;1;2;
Jandaia;2002;;3;3;2
Jandaia;2003;;3;3;2
Jandaia;2004;;3;3;2
Jandaia;2005;;3;3;2
Jandaia;2006;;3;3;2
Jandaia;2007;;3;4;1
Jandaia;2008;;3;4;1
Jandaia;2009;;2;4;1
Jandaia;2010;;2;4;1
Jandaia;2011;;2;4;1
Jandaia;2012;;2;4;1
Jandaia;2013;;2;4;1
Jandaia;2014;;2;4;1
Jandaia;2015;;1;4;1
Jandaia;2016;;1;4;1
Jandaia;2017;;1;5;1
Jaraguá;2002;;11;19;3
Jaraguá;2003;;11;17;4
Jaraguá;2004;;9;15;6
Jaraguá;2005;;9;16;6
Jaraguá;2006;;9;18;6
Jaraguá;2007;;9;17;5
Jaraguá;2008;;8;18;5
Jaraguá;2009;;8;18;6
Jaraguá;2010;;8;18;6
Jaraguá;2011;;8;19;5
Jaraguá;2012;;8;19;5
Jaraguá;2013;;8;21;4
Jaraguá;2014;;8;21;4
Jaraguá;2015;;8;21;4
Jaraguá;2016;;8;21;4
Jaraguá;2017;;8;21;3
Jaupaci;2002;;2;1;
Jaupaci;2003;;2;1;
Jaupaci;2004;;2;1;
Jaupaci;2005;;2;3;
Jaupaci;2006;;2;3;
Jaupaci;2007;;2;3;
Jaupaci;2008;;2;3;
Jaupaci;2009;;1;2;
Jaupaci;2010;;1;2;
Jaupaci;2011;;1;3;
Jaupaci;2012;;1;3;
Jaupaci;2013;;1;3;
Jaupaci;2014;;1;3;
Jaupaci;2015;;1;3;
Jaupaci;2016;;1;3;
Jaupaci;2017;;1;3;
Jesúpolis;2002;;1;;
Jesúpolis;2003;;1;;
Jesúpolis;2004;;1;;
Jesúpolis;2005;;1;1;
Jesúpolis;2006;;1;1;
Jesúpolis;2007;;1;1;
Jesúpolis;2008;;1;1;
Jesúpolis;2009;;1;1;
Jesúpolis;2010;;1;1;
Jesúpolis;2011;;1;1;
Jesúpolis;2012;;1;1;
Jesúpolis;2013;;1;1;
Jesúpolis;2014;;1;1;
Jesúpolis;2015;;1;1;
Jesúpolis;2016;;1;1;
Jesúpolis;2017;;1;2;
Joviânia;2002;;2;3;2
Joviânia;2003;;2;3;2
Joviânia;2004;;2;3;2
Joviânia;2005;;2;4;1
Joviânia;2006;;2;6;1
Joviânia;2007;;2;6;1
Joviânia;2008;;2;6;
Joviânia;2009;;2;6;
Joviânia;2010;;2;6;
Joviânia;2011;;2;6;
Joviânia;2012;;2;5;
Joviânia;2013;;2;5;
Joviânia;2014;;2;5;
Joviânia;2015;;2;5;
Joviânia;2016;;2;5;
Joviânia;2017;;2;5;
Jussara;2002;;10;17;6
Jussara;2003;;8;18;6
Jussara;2004;;7;16;7
Jussara;2005;;7;16;6
Jussara;2006;;7;14;6
Jussara;2007;;7;14;6
Jussara;2008;;7;14;5
Jussara;2009;;7;15;4
Jussara;2010;;7;15;3
Jussara;2011;;7;15;3
Jussara;2012;;6;15;3
Jussara;2013;;6;15;3
Jussara;2014;;6;14;3
Jussara;2015;;6;13;3
Jussara;2016;;6;12;3
Jussara;2017;;7;12;3
Lagoa Santa;2002;;1;1;
Lagoa Santa;2003;;1;1;
Lagoa Santa;2004;;1;1;
Lagoa Santa;2005;;1;1;
Lagoa Santa;2006;;1;1;
Lagoa Santa;2007;;1;1;
Lagoa Santa;2008;;1;2;
Lagoa Santa;2009;;1;2;
Lagoa Santa;2010;;1;2;
Lagoa Santa;2011;;1;2;
Lagoa Santa;2012;;1;2;
Lagoa Santa;2013;;1;2;
Lagoa Santa;2014;;1;2;
Lagoa Santa;2015;;1;2;
Lagoa Santa;2016;;1;2;
Lagoa Santa;2017;;1;2;
Leopoldo de Bulhões;2002;;3;12;1
Leopoldo de Bulhões;2003;;3;11;1
Leopoldo de Bulhões;2004;;3;11;1
Leopoldo de Bulhões;2005;;3;10;2
Leopoldo de Bulhões;2006;;2;10;1
Leopoldo de Bulhões;2007;;2;9;2
Leopoldo de Bulhões;2008;;2;9;2
Leopoldo de Bulhões;2009;;2;9;2
Leopoldo de Bulhões;2010;;2;8;2
Leopoldo de Bulhões;2011;;2;8;2
Leopoldo de Bulhões;2012;;2;8;2
Leopoldo de Bulhões;2013;;2;8;2
Leopoldo de Bulhões;2014;;2;8;2
Leopoldo de Bulhões;2015;;2;8;2
Leopoldo de Bulhões;2016;;2;8;2
Leopoldo de Bulhões;2017;;2;8;2
Luziânia;2002;;31;40;23
Luziânia;2003;;32;40;31
Luziânia;2004;;34;41;27
Luziânia;2005;;32;41;27
Luziânia;2006;;33;44;31
Luziânia;2007;;33;47;21
Luziânia;2008;;34;50;21
Luziânia;2009;;33;51;33
Luziânia;2010;;33;51;23
Mairipotaba;2002;;1;1;
Mairipotaba;2003;;1;1;
