Localidade;Ano;Total;Indústria de Transformação ;Indústria de Extração de Minerais ;Serviços Industriais de Utilidade Pública ;Construção Civil ;Comércio ;Serviços ;Administração Pública Direta e Indireta ;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca ;Atividade não especificada ou classificada
Campos Verdes;2009;97;5;78;;;;2;;12;
Campos Verdes;2010;26;;11;;;2;1;;12;
Campos Verdes;2011;14;;2;;;2;;;10;
Campos Verdes;2012;22;2;4;;;2;4;;10;
Campos Verdes;2013;28;;2;;;10;4;;12;
Campos Verdes;2014;41;11;1;;6;13;4;;6;
Campos Verdes;2015;21;1;1;;;5;1;;13;
Campos Verdes;2016;55;13;1;;;24;3;;14;
Campos Verdes;2017;55;10;3;;;16;6;;20;
Campos Verdes;2018;105;11;33;0;1;21;3;0;36;105
Carmo do Rio Verde;1999;425;75;;;191;66;12;;81;
Carmo do Rio Verde;2000;772;116;;;6;14;7;;629;
Carmo do Rio Verde;2001;728;133;;;;17;8;;570;
Carmo do Rio Verde;2002;57;21;;;;21;2;;13;
Carmo do Rio Verde;2003;298;235;;;;34;2;;27;
Carmo do Rio Verde;2004;372;296;;;;40;13;;23;
Carmo do Rio Verde;2005;177;106;;;;38;2;;31;
Carmo do Rio Verde;2006;461;363;;;;61;17;;20;
Carmo do Rio Verde;2007;599;501;;;5;32;42;;19;
Carmo do Rio Verde;2008;596;486;;;;51;32;;27;
Carmo do Rio Verde;2009;534;440;;;;40;30;;24;
Carmo do Rio Verde;2010;597;474;1;;;66;22;1;33;
Carmo do Rio Verde;2011;668;544;1;;1;57;26;;39;
Carmo do Rio Verde;2012;695;572;;;1;64;25;;33;
Carmo do Rio Verde;2013;646;503;;;2;86;32;1;22;
Carmo do Rio Verde;2014;613;472;;;;81;33;1;26;
Carmo do Rio Verde;2015;551;414;;;11;65;30;;31;
Carmo do Rio Verde;2016;424;342;;;4;35;24;;19;
Carmo do Rio Verde;2017;469;350;;;21;52;32;;14;
Carmo do Rio Verde;2018;664;317;1;0;90;121;92;3;40;664
Castelândia;1999;117;1;;;;10;54;;49;3
Castelândia;2000;55;;;1;;3;21;;30;
Castelândia;2001;62;;;1;;9;26;;26;
Castelândia;2002;34;2;;;;1;11;;20;
Castelândia;2003;36;;;;;;28;;8;
Castelândia;2004;28;5;;;;10;7;;6;
Castelândia;2005;18;2;;;;8;2;2;4;
Castelândia;2006;10;;;;;6;3;;1;
Castelândia;2007;27;;;;;16;5;;6;
Castelândia;2008;54;2;;;7;23;13;;9;
Castelândia;2009;93;27;;;19;36;9;;2;
Castelândia;2010;48;4;;;3;22;8;;11;
Castelândia;2011;61;;;;;18;11;;32;
Castelândia;2012;96;;;;;23;39;;34;
Castelândia;2013;85;;;;;22;46;;17;
Castelândia;2014;43;;;;;23;6;1;13;
Castelândia;2015;57;;;;;35;13;;9;
Castelândia;2016;91;;;;;37;8;;46;
Castelândia;2017;68;1;;;;40;3;;24;
Castelândia;2018;135;0;0;0;0;40;11;0;84;135
Catalão;1999;2164;528;52;53;202;745;546;;36;2
Catalão;2000;2695;635;68;2;266;714;610;;400;
Catalão;2001;3529;656;191;2;449;947;892;;392;
Catalão;2002;4171;724;35;;361;1124;1206;;721;
Catalão;2003;4207;946;31;2;382;1165;1269;1;411;
Catalão;2004;4643;1001;35;9;694;1273;1256;1;374;
Catalão;2005;5608;1460;44;8;824;1428;1438;1;405;
Catalão;2006;6229;1643;88;16;498;1379;1631;4;970;
Catalão;2007;6517;1550;42;;838;1589;1771;3;724;
Catalão;2008;10246;2842;37;8;1722;2209;2244;1;1183;
Catalão;2009;10189;1719;36;4;2692;2291;2015;179;1253;
Catalão;2010;11350;2267;40;9;1553;3226;2533;299;1423;
Catalão;2011;10372;1924;44;9;665;3334;3038;259;1099;
Catalão;2012;11057;2075;23;2;1033;3324;3207;182;1211;
Catalão;2013;12114;2048;30;39;1161;3665;3826;112;1233;
Catalão;2014;12499;2338;35;60;768;3573;4413;103;1209;
Catalão;2015;11978;3025;91;238;907;3256;3639;97;725;
Catalão;2016;9668;1913;67;34;787;2564;3330;50;923;
Catalão;2017;10098;1839;59;161;685;2801;3592;115;846;
Catalão;2018;9661;1647;143;147;1145;2295;3255;77;952;9661
Caturaí;1999;30;8;;;1;6;8;;7;
Caturaí;2000;37;6;;;;8;3;;20;
Caturaí;2001;32;10;;1;;3;2;;16;
Caturaí;2002;44;19;;;;3;2;1;19;
Caturaí;2003;42;9;;;4;2;1;;26;
Caturaí;2004;41;14;;;;7;2;;18;
Caturaí;2005;46;;;;;12;4;;30;
Caturaí;2006;68;18;;;;17;12;;21;
Caturaí;2007;82;17;;;;36;3;;26;
Caturaí;2008;103;23;;;;39;3;;38;
Caturaí;2009;96;23;;;;26;10;;37;
Caturaí;2010;105;22;;;5;37;1;;40;
Caturaí;2011;118;28;;;1;38;1;;50;
Caturaí;2012;157;26;;;5;85;7;;34;
Caturaí;2013;171;30;;;23;85;1;;32;
Caturaí;2014;130;31;;;8;52;13;;26;
Caturaí;2015;106;21;;;35;27;1;;22;
Caturaí;2016;137;21;;;7;28;63;;18;
Caturaí;2017;303;35;;;8;44;190;;26;
Caturaí;2018;204;20;1;0;14;45;95;0;29;204
Cavalcante;1999;16;;;;14;1;1;;;
Cavalcante;2000;905;;;;904;1;;;;
Cavalcante;2001;2128;;;;2124;;4;;;
Cavalcante;2002;1825;;;;1823;;;;2;
Cavalcante;2003;93;;;2;87;;;;4;
Cavalcante;2004;18;;;;2;5;3;;8;
Cavalcante;2005;7;;3;;;1;1;;2;
Cavalcante;2006;23;;9;;;;4;;10;
Cavalcante;2007;15;;1;;;;2;;12;
Cavalcante;2008;15;;5;;;4;3;;3;
Cavalcante;2009;20;;8;;;1;4;;7;
Cavalcante;2010;44;1;14;;;14;5;;10;
Cavalcante;2011;58;;24;;;19;6;;9;
Cavalcante;2012;65;;9;;;26;9;;21;
Cavalcante;2013;43;;;;;17;9;;17;
Cavalcante;2014;29;;;;1;6;12;;10;
Cavalcante;2015;50;;2;1;;12;19;;16;
Cavalcante;2016;41;;1;;3;17;8;;12;
Cavalcante;2017;51;;;;;18;21;;12;
Cavalcante;2018;96;0;6;10;2;28;19;0;31;96
Ceres;1999;924;99;;5;163;337;298;;20;2
Ceres;2000;806;67;;5;180;281;227;;46;
Ceres;2001;930;49;1;3;223;384;245;;25;
Ceres;2002;1052;42;7;2;201;289;482;;29;
Ceres;2003;924;40;2;4;152;261;436;;29;
Ceres;2004;835;49;3;9;86;274;396;;18;
Ceres;2005;892;62;2;12;93;296;393;;34;
Ceres;2006;827;95;3;2;142;350;212;;23;
Ceres;2007;982;115;3;28;153;400;214;;69;
Ceres;2008;1444;135;;10;491;484;302;;22;
Ceres;2009;1197;90;;6;314;467;300;;20;
Ceres;2010;1439;136;;3;198;693;389;;20;
Ceres;2011;1687;121;;20;398;739;393;;16;
Ceres;2012;1711;122;1;13;317;852;392;;14;
Ceres;2013;1695;143;4;10;196;867;456;1;18;
Ceres;2014;1611;111;2;14;187;825;445;11;16;
Ceres;2015;1603;136;;21;194;655;586;;11;
Ceres;2016;1410;142;;15;212;635;395;;11;
Ceres;2017;1665;171;;13;304;602;560;3;12;
Ceres;2018;1794;314;0;16;310;631;507;3;13;1794
Cezarina;1999;233;65;;;9;25;110;;19;5
Cezarina;2000;801;316;;;131;81;247;13;13;
Cezarina;2001;340;150;;;21;6;140;;23;
Cezarina;2002;512;83;;15;7;13;355;;39;
Cezarina;2003;643;180;;38;2;29;374;;20;
Cezarina;2004;587;240;;62;5;64;110;;106;
Cezarina;2005;547;168;;12;13;259;57;;38;
Cezarina;2006;548;212;;25;35;127;114;;35;
Cezarina;2007;503;132;;7;;160;167;;37;
Cezarina;2008;800;368;;;1;216;159;;56;
Cezarina;2009;1294;379;;1;17;696;140;;61;
Cezarina;2010;1185;240;;;138;52;686;;69;
Cezarina;2011;1096;174;;;604;55;200;;63;
Cezarina;2012;711;236;;22;185;39;178;;51;
Cezarina;2013;1019;244;;32;287;124;261;;71;
Cezarina;2014;737;331;;30;67;75;154;;80;
Cezarina;2015;529;230;7;29;39;42;94;;88;
Cezarina;2016;612;296;;;77;54;103;;82;
Cezarina;2017;555;292;;;29;52;73;;109;
Cezarina;2018;545;226;0;60;13;64;101;0;81;545
Chapadão do Céu;1999;314;51;;;7;47;63;;144;2
Chapadão do Céu;2000;316;18;;;7;36;17;;238;
Chapadão do Céu;2001;316;4;;;6;24;45;;237;
Chapadão do Céu;2002;366;73;;;21;32;45;;195;
Chapadão do Céu;2003;573;101;;;36;39;45;1;351;
Chapadão do Céu;2004;636;103;;;19;51;93;2;368;
Chapadão do Céu;2005;651;82;;;41;70;117;;341;
Chapadão do Céu;2006;573;38;;;56;52;160;2;265;
Chapadão do Céu;2007;1149;342;;7;39;58;235;2;466;
Chapadão do Céu;2008;1827;581;;9;19;194;431;;593;
Chapadão do Céu;2009;1486;547;;5;14;198;210;3;509;
Chapadão do Céu;2010;1482;596;;;32;174;158;2;520;
Chapadão do Céu;2011;1967;596;;;27;270;306;3;765;
Chapadão do Céu;2012;2242;723;;;210;219;371;;719;
Chapadão do Céu;2013;2236;791;;;112;238;339;;756;
Chapadão do Céu;2014;2075;594;;;109;276;416;1;679;
Chapadão do Céu;2015;1913;598;;;16;204;356;;739;
Chapadão do Céu;2016;1471;386;;;9;204;237;3;632;
Chapadão do Céu;2017;1737;505;;;2;242;278;;710;
Chapadão do Céu;2018;1976;507;0;0;79;289;303;2;796;1976
Cidade Ocidental;1999;605;157;;;13;177;244;;14;
Cidade Ocidental;2000;495;212;;;30;93;142;;18;
Cidade Ocidental;2001;508;121;;;44;163;160;;20;
Cidade Ocidental;2002;588;174;;;1;215;173;;25;
Cidade Ocidental;2003;520;121;;2;34;198;140;;25;
Cidade Ocidental;2004;569;109;;18;40;203;180;;19;
Cidade Ocidental;2005;657;218;;41;;200;182;;16;
Cidade Ocidental;2006;793;280;;22;;189;276;;26;
Cidade Ocidental;2007;686;202;;35;4;210;222;;13;
Cidade Ocidental;2008;804;142;;93;12;241;293;;23;
Cidade Ocidental;2009;854;91;;8;44;269;422;;20;
Cidade Ocidental;2010;910;91;;11;81;270;423;;34;
Cidade Ocidental;2011;1192;67;;18;174;491;416;;26;
Cidade Ocidental;2012;1199;209;;7;260;347;340;;36;
Cidade Ocidental;2013;1322;312;;26;205;404;333;;42;
Cidade Ocidental;2014;1434;227;1;1;248;436;461;;60;
Cidade Ocidental;2015;1258;260;1;1;86;409;444;;57;
Cidade Ocidental;2016;1220;225;1;2;45;371;518;;58;
Cidade Ocidental;2017;1449;285;;3;63;342;699;;57;
Cidade Ocidental;2018;1419;357;0;3;93;355;565;0;46;1419
Cocalzinho de Goiás;1999;128;;16;;31;14;45;;21;1
Cocalzinho de Goiás;2000;210;40;14;;44;24;36;;52;
Cocalzinho de Goiás;2001;239;4;36;;13;15;90;;81;
Cocalzinho de Goiás;2002;166;3;32;;2;20;59;;50;
Cocalzinho de Goiás;2003;164;2;34;1;;40;34;;53;
Cocalzinho de Goiás;2004;173;6;46;;3;29;28;;61;
Cocalzinho de Goiás;2005;179;;47;;;37;34;;61;
Cocalzinho de Goiás;2006;193;4;42;;3;34;68;;42;
Cocalzinho de Goiás;2007;363;2;33;;43;58;150;;77;
Cocalzinho de Goiás;2008;327;5;16;;73;62;95;;76;
Cocalzinho de Goiás;2009;548;163;52;;13;169;71;;80;
Cocalzinho de Goiás;2010;474;15;42;;28;199;61;;129;
Cocalzinho de Goiás;2011;597;22;126;;14;234;75;;126;
Cocalzinho de Goiás;2012;513;15;94;;49;144;65;;146;
Cocalzinho de Goiás;2013;507;23;68;;36;175;95;;110;
Cocalzinho de Goiás;2014;449;20;57;;70;132;71;;99;
Cocalzinho de Goiás;2015;402;14;48;;3;142;81;;114;
Cocalzinho de Goiás;2016;402;29;44;;2;124;81;;122;
Cocalzinho de Goiás;2017;454;30;47;;8;145;86;;138;
Cocalzinho de Goiás;2018;377;15;26;12;1;108;70;0;145;377
Colinas do Sul;1999;5;2;;;2;1;;;;
Colinas do Sul;2000;14;7;;;1;5;;;1;
Colinas do Sul;2001;8;;;;;8;;;;
Colinas do Sul;2002;1;;;;;;;;1;
Colinas do Sul;2003;7;;;;;2;2;;3;
Colinas do Sul;2004;8;;;;;5;1;;2;
Colinas do Sul;2005;5;;;;;2;1;;2;
Colinas do Sul;2006;7;;;;;4;1;;2;
Colinas do Sul;2007;21;;;;10;6;3;;2;
Colinas do Sul;2008;27;;;13;;7;1;;6;
Colinas do Sul;2009;51;;;15;;12;14;;10;
Colinas do Sul;2010;20;;;2;;10;;;8;
Colinas do Sul;2011;30;;;2;;10;3;;15;
Colinas do Sul;2012;30;;;1;;11;3;;15;
Colinas do Sul;2013;45;;;;;27;6;;12;
Colinas do Sul;2014;33;;;1;;11;6;;15;
Colinas do Sul;2015;28;;;;;8;3;;17;
Colinas do Sul;2016;27;;;;;13;3;;11;
Colinas do Sul;2017;24;;;;;9;3;;12;
Colinas do Sul;2018;83;0;0;0;2;26;39;0;16;83
Córrego do Ouro;1999;18;9;;;;6;3;;;
Córrego do Ouro;2000;21;14;;;1;2;;;4;
Córrego do Ouro;2001;37;14;;1;10;8;1;;3;
Córrego do Ouro;2002;24;9;;;;4;;;11;
Córrego do Ouro;2003;40;5;;;;12;1;;22;
Córrego do Ouro;2004;52;9;;;;19;5;;19;
Córrego do Ouro;2005;49;19;;;;10;2;;18;
Córrego do Ouro;2006;39;9;;;;15;;;15;
Córrego do Ouro;2007;54;16;;;;20;;;18;
Córrego do Ouro;2008;62;39;;;;7;;;16;
Córrego do Ouro;2009;59;27;;;;10;1;;21;
Córrego do Ouro;2010;88;46;;;;21;1;;20;
Córrego do Ouro;2011;115;73;;;;18;1;;23;
Córrego do Ouro;2012;111;56;;;;27;3;;25;
Córrego do Ouro;2013;90;45;;;;21;4;;20;
Córrego do Ouro;2014;116;69;;;;23;5;;19;
Córrego do Ouro;2015;117;62;;;;20;7;;28;
Córrego do Ouro;2016;133;79;1;;;17;7;;29;
Córrego do Ouro;2017;132;85;1;;;12;10;;24;
Córrego do Ouro;2018;143;92;1;0;0;22;6;0;22;143
Corumbá de Goiás;1999;79;24;2;;6;16;21;;8;2
Corumbá de Goiás;2000;111;31;4;;1;9;46;;17;3
Corumbá de Goiás;2001;91;19;4;;;19;31;;18;
Corumbá de Goiás;2002;103;13;20;;;14;43;;13;
Corumbá de Goiás;2003;92;14;7;1;;21;28;;21;
Corumbá de Goiás;2004;116;29;12;;2;19;18;;36;
Corumbá de Goiás;2005;177;52;22;1;10;20;26;;46;
Corumbá de Goiás;2006;134;18;9;1;;20;42;;44;
Corumbá de Goiás;2007;135;16;1;;;18;21;;79;
Corumbá de Goiás;2008;247;39;3;;;31;41;;133;
Corumbá de Goiás;2009;221;43;6;;;32;23;;117;
Corumbá de Goiás;2010;361;24;25;1;3;54;51;;203;
Corumbá de Goiás;2011;382;10;32;2;;68;68;;202;
Corumbá de Goiás;2012;334;13;17;;;86;87;;131;
Corumbá de Goiás;2013;333;11;14;;;63;85;;160;
Corumbá de Goiás;2014;352;10;46;;;56;85;;155;
Corumbá de Goiás;2015;275;15;32;;2;49;88;;89;
Corumbá de Goiás;2016;256;16;4;;1;38;83;;114;
Corumbá de Goiás;2017;304;14;1;;3;51;113;;122;
Corumbá de Goiás;2018;995;62;2;24;21;130;237;0;519;995
Corumbaíba;1999;223;73;11;;11;57;42;;21;8
Corumbaíba;2000;236;118;;;2;12;7;;97;
Corumbaíba;2001;235;93;;1;10;13;13;;105;
Corumbaíba;2002;300;138;;;3;22;37;;100;
Corumbaíba;2003;269;70;;;7;30;48;;114;
Corumbaíba;2004;296;90;;;2;35;36;;133;
Corumbaíba;2005;318;113;;;1;50;25;;129;
Corumbaíba;2006;332;130;;;13;39;35;;115;
Corumbaíba;2007;386;187;;;7;52;22;;118;
Corumbaíba;2008;551;274;;;2;60;37;;178;
Corumbaíba;2009;512;277;;;2;76;19;;138;
Corumbaíba;2010;529;281;;;2;53;51;;142;
Corumbaíba;2011;596;304;;;17;77;57;;141;
Corumbaíba;2012;613;339;1;1;5;65;52;;150;
Corumbaíba;2013;662;367;;;6;92;76;;121;
Corumbaíba;2014;731;424;1;;3;101;72;;130;
Corumbaíba;2015;564;305;3;;5;49;75;;127;
Corumbaíba;2016;502;246;2;;17;54;48;;135;
Corumbaíba;2017;582;336;1;;5;83;52;;105;
Corumbaíba;2018;581;315;2;0;6;70;51;0;137;581
Cristalina;1999;3949;138;5;8;188;365;580;4;2630;31
Cristalina;2000;4456;357;3;;124;321;423;;3228;
Cristalina;2001;4672;265;1;;87;223;204;;3892;
Cristalina;2002;5176;42;3;;152;324;272;;4383;
Cristalina;2003;5162;130;;;171;354;303;;4204;
Cristalina;2004;4871;35;;25;242;434;289;;3846;
Cristalina;2005;4862;34;9;;446;408;304;;3661;
Cristalina;2006;7044;65;;;589;456;1152;;4782;
Cristalina;2007;5580;56;3;;453;411;352;1;4304;
Cristalina;2008;7129;124;2;;761;553;388;;5301;
Cristalina;2009;6928;79;1;;748;593;356;;5151;
Cristalina;2010;9039;252;9;;519;651;463;;7145;
Cristalina;2011;12011;670;15;;1243;884;391;;8808;
Cristalina;2012;10245;565;18;;535;1011;848;;7268;
Cristalina;2013;11449;590;8;;621;1154;1307;;7769;
Cristalina;2014;11573;836;10;1;1154;1147;605;;7820;
Cristalina;2015;10349;575;11;1;825;1098;671;9;7159;
Cristalina;2016;11538;475;6;2;1565;955;777;;7758;
Cristalina;2017;11101;466;7;34;636;923;890;2;8143;
Cristalina;2018;11512;553;3;1;319;1082;868;1;8685;11512
Cristianópolis;1999;68;7;;;6;34;16;;4;1
Cristianópolis;2000;75;13;;;1;23;6;;20;12
Cristianópolis;2001;67;6;;;;31;7;;23;
Cristianópolis;2002;89;11;;;;47;4;;27;
Cristianópolis;2003;115;28;;;;32;27;;28;
Cristianópolis;2004;107;7;;;;30;45;;25;
Cristianópolis;2005;131;9;;;;43;58;;21;
Cristianópolis;2006;84;7;;;;44;10;;23;
Cristianópolis;2007;82;4;;;;43;9;;26;
Cristianópolis;2008;132;5;;;;65;18;;44;
Cristianópolis;2009;96;6;;;;29;24;;37;
Cristianópolis;2010;115;9;;1;11;20;34;;40;
Cristianópolis;2011;193;12;;1;43;35;42;;60;
Cristianópolis;2012;235;;;;73;35;47;;80;
Cristianópolis;2013;246;4;;;114;40;33;;55;
Cristianópolis;2014;184;6;;;46;38;56;;38;
Cristianópolis;2015;202;6;;;72;39;51;;34;
Cristianópolis;2016;175;3;;;19;42;67;;44;
Cristianópolis;2017;119;2;;;21;34;36;;26;
Cristianópolis;2018;173;4;0;0;41;39;53;0;36;173
Crixás;1999;299;16;31;21;8;93;119;;11;
Crixás;2000;198;6;28;7;6;43;68;;40;
Crixás;2001;228;2;67;;6;57;65;;31;
Crixás;2002;233;6;59;;6;46;80;;36;
Crixás;2003;315;19;55;;37;62;76;;66;
Crixás;2004;423;31;50;;65;88;110;;79;
Crixás;2005;596;32;82;;18;64;241;;159;
Crixás;2006;699;113;73;;30;58;236;;189;
Crixás;2007;957;32;100;;13;106;348;;358;
Crixás;2008;900;29;86;11;164;126;375;;109;
Crixás;2009;908;31;118;10;92;137;416;;104;
Crixás;2010;902;52;112;12;32;181;386;;127;
Crixás;2011;877;47;98;17;40;160;409;;106;
Crixás;2012;1010;79;93;38;3;266;444;;87;
Crixás;2013;1413;72;158;4;;306;739;;134;
Crixás;2014;1204;92;163;;1;335;515;;98;
Crixás;2015;1027;93;131;;3;291;412;;97;
Crixás;2016;905;95;86;;3;285;341;;95;
Crixás;2017;771;61;113;1;8;254;253;;81;
Crixás;2018;885;116;168;0;10;264;220;2;105;885
Cromínia;1999;32;10;;;2;6;12;;;2
Cromínia;2000;21;4;;;3;11;1;;2;
Cromínia;2001;4;2;;;;1;;;1;
Cromínia;2002;7;;;;1;;;;6;
Cromínia;2003;15;;;;;4;7;;4;
Cromínia;2004;100;3;;;;4;81;;12;
Cromínia;2005;77;4;;;;3;57;;13;
Cromínia;2006;26;1;;;;12;5;;8;
Cromínia;2007;36;;;;;23;4;;9;
Cromínia;2008;44;;;;;13;13;;18;
Cromínia;2009;42;6;;;;10;5;;21;
Cromínia;2010;101;2;;1;25;25;9;;39;
Cromínia;2011;143;1;;1;77;25;7;;32;
Cromínia;2012;80;8;;;35;18;4;;15;
Cromínia;2013;35;3;;;;17;6;;9;
Cromínia;2014;65;;;;;34;6;;25;
Cromínia;2015;41;;;;;24;5;;12;
Cromínia;2016;72;4;;;;25;11;;32;
Cromínia;2017;102;2;;;;38;18;;44;
Cromínia;2018;103;3;0;0;0;36;17;0;47;103
Cumari;1999;46;13;14;;1;14;2;;2;
Cumari;2000;44;5;1;;5;1;8;;24;
Cumari;2001;42;3;2;;1;5;1;;30;
Cumari;2002;37;;;;;2;4;;31;
Cumari;2003;43;;1;;;5;5;;32;
Cumari;2004;56;3;6;;;5;1;;41;
Cumari;2005;48;8;;;;5;;;35;
Cumari;2006;41;;1;;;9;2;;29;
Cumari;2007;51;7;;;;6;1;;37;
Cumari;2008;65;10;3;;;6;;;46;
Cumari;2009;63;12;6;;;5;;;40;
Cumari;2010;67;15;8;;;4;;;40;
Cumari;2011;92;17;16;;;7;2;;50;
Cumari;2012;138;43;18;;;34;2;;41;
Cumari;2013;107;36;8;;;16;5;;42;
Cumari;2014;113;57;6;;;16;1;;33;
Cumari;2015;88;13;7;;;29;11;;28;
Cumari;2016;92;1;8;;;34;13;;36;
Cumari;2017;66;1;12;;;10;7;;36;
Cumari;2018;69;1;6;0;3;14;7;0;38;69
Damianópolis;1999;;;;;;;;;;
Damianópolis;2000;2;;;;;;2;;;
Damianópolis;2001;1;;;;;;1;;;
Damianópolis;2002;;;;;;;;;;
Damianópolis;2003;;;;;;;;;;
Damianópolis;2004;5;;;;4;;1;;;
Damianópolis;2005;1;;;;;1;;;;
Damianópolis;2006;1;;;;;;;;1;
Damianópolis;2007;6;;;;;4;;;2;
Damianópolis;2008;1;;;;;;;;1;
Damianópolis;2009;3;;;;;1;;;2;
Damianópolis;2010;6;;;;;2;3;;1;
Damianópolis;2011;6;;;;;5;1;;;
Damianópolis;2012;13;;;;2;8;1;;2;
Damianópolis;2013;8;;;;3;4;;;1;
Damianópolis;2014;17;;;;;12;5;;;
Damianópolis;2015;11;;;;;7;4;;;
Damianópolis;2016;23;;;;;11;10;;2;
Damianópolis;2017;15;;;;;14;1;;;
Damianópolis;2018;20;1;0;0;0;13;4;0;2;20
Damolândia;1999;16;11;;;2;;2;;1;
Damolândia;2000;13;4;;;;1;6;;2;
Damolândia;2001;42;20;;;2;3;14;;3;
Damolândia;2002;34;16;;;;3;11;;4;
Damolândia;2003;32;21;;;;2;5;;4;
Damolândia;2004;34;25;;;;2;4;;3;
Damolândia;2005;24;18;;;;2;1;;3;
Damolândia;2006;34;26;;;;3;2;;3;
Damolândia;2007;53;43;;;1;6;2;;1;
Damolândia;2008;67;53;;1;;5;3;;5;
Damolândia;2009;88;64;;;;5;10;;9;
Damolândia;2010;78;61;;;;6;8;;3;
Damolândia;2011;92;66;;;;11;7;;8;
Damolândia;2012;94;68;;;9;2;11;;4;
Damolândia;2013;95;51;;;11;7;23;;3;
Damolândia;2014;81;42;;;17;5;14;;3;
Damolândia;2015;70;35;;;2;2;24;;7;
Damolândia;2016;53;30;;;;3;18;;2;
Damolândia;2017;37;13;;;3;4;7;;10;
Damolândia;2018;51;15;0;0;5;5;15;0;11;51
Davinópolis;1999;6;6;;;;;;;;
Davinópolis;2000;6;1;;;;2;;;3;
Davinópolis;2001;8;1;;;;;2;;5;
Davinópolis;2002;15;5;;;;1;;;9;
Davinópolis;2003;20;2;;;9;;;;9;
Davinópolis;2004;9;1;;;;1;;;7;
Davinópolis;2005;11;4;;;;1;;;6;
Davinópolis;2006;9;2;;;;;1;;6;
Davinópolis;2007;9;5;;;;;;;4;
Davinópolis;2008;68;18;2;;32;1;;;15;
Davinópolis;2009;175;7;1;;156;4;;;7;
Davinópolis;2010;585;13;2;;553;;4;;13;
Davinópolis;2011;54;14;;;26;2;2;;10;
Davinópolis;2012;30;14;1;;4;2;;;9;
Davinópolis;2013;36;23;;;1;5;;;7;
Davinópolis;2014;27;11;;;;2;1;;13;
Davinópolis;2015;22;6;;;;2;1;;13;
Davinópolis;2016;44;19;;;;1;2;;22;
Davinópolis;2017;33;16;;;;3;4;;10;
Davinópolis;2018;41;10;0;0;0;4;3;0;24;41
Diorama;1999;28;10;;;3;1;8;;4;2
Diorama;2000;10;2;;;;2;;;6;
Diorama;2001;12;2;;;;2;3;;5;
Diorama;2002;16;3;;;;1;2;;10;
Diorama;2003;11;;;;;1;;;10;
Diorama;2004;20;;;;;1;1;;18;
Diorama;2005;13;;;;;1;2;;10;
Diorama;2006;24;;;;;2;3;;19;
Diorama;2007;27;;;;;4;;;23;
Diorama;2008;25;;;;;;1;;24;
Diorama;2009;31;1;;;;3;3;;24;
Diorama;2010;42;7;;;;2;4;;29;
Diorama;2011;33;6;;;;5;1;;21;
Diorama;2012;28;3;;;;1;4;;20;
Diorama;2013;38;16;;;;9;;;13;
Diorama;2014;36;9;;;;6;;;21;
Diorama;2015;37;14;;;;5;;;18;
Diorama;2016;49;9;;;12;9;;;19;
Diorama;2017;43;13;;;;6;;;24;
Diorama;2018;42;5;0;0;0;1;1;0;35;42
Divinópolis de Goiás;1999;20;;19;;;;1;;;
Divinópolis de Goiás;2000;21;;16;;;;1;;4;
Divinópolis de Goiás;2001;24;;20;;1;;;;3;
Divinópolis de Goiás;2002;14;;8;;;;1;;5;
Divinópolis de Goiás;2003;137;;29;;102;1;;;5;
Divinópolis de Goiás;2004;57;;32;;15;1;1;;8;
Divinópolis de Goiás;2005;155;;56;;49;1;;;49;
Divinópolis de Goiás;2006;33;;28;;;;1;;4;
Divinópolis de Goiás;2007;21;;16;;;1;;;4;
Divinópolis de Goiás;2008;60;;44;;;4;1;;11;
Divinópolis de Goiás;2009;49;;25;;;5;;;19;
Divinópolis de Goiás;2010;52;;18;;;16;;;18;
Divinópolis de Goiás;2011;201;;18;;;5;;;12;
Divinópolis de Goiás;2012;73;1;45;;;9;5;;13;
Divinópolis de Goiás;2013;22;;;;;14;3;;5;
Divinópolis de Goiás;2014;47;;;;;30;4;;13;
Divinópolis de Goiás;2015;49;1;;;4;24;3;;17;
Divinópolis de Goiás;2016;33;;;;;13;7;;13;
Divinópolis de Goiás;2017;25;;;;;8;;;17;
Divinópolis de Goiás;2018;274;34;0;0;0;49;24;0;167;274
Doverlândia;1999;67;20;;;1;12;25;;9;
Doverlândia;2000;78;2;;;;7;12;;57;
Doverlândia;2001;111;10;;;1;16;4;;80;
Doverlândia;2002;110;9;;;2;9;1;;89;
Doverlândia;2003;86;13;;2;4;6;;;61;
Doverlândia;2004;88;9;;;;2;8;;69;
Doverlândia;2005;102;17;;;;5;5;;75;
Doverlândia;2006;126;4;;1;;33;9;;79;
Doverlândia;2007;135;33;;;3;10;8;;81;
Doverlândia;2008;159;9;;;;22;10;;118;
Doverlândia;2009;170;9;;;;25;8;;128;
Doverlândia;2010;190;12;;;;22;18;;138;
Doverlândia;2011;170;18;;;;38;13;;132;
Doverlândia;2012;205;16;;;;23;6;;160;
Doverlândia;2013;175;10;;;;33;6;;126;
Doverlândia;2014;208;6;;;;27;21;;154;
Doverlândia;2015;308;16;;;1;30;71;;190;
Doverlândia;2016;283;14;;;;66;17;;186;
Doverlândia;2017;251;16;;;;61;15;;159;
Doverlândia;2018;185;63;0;0;5;34;8;0;75;185
Edealina;1999;52;18;;;5;3;11;;14;1
Edealina;2000;16;5;;;1;1;;;9;
Edealina;2001;24;5;;1;;;1;;17;
